product_id,product_title,rating,summary,review,location,date,upvotes,downvotes
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Simply awesome,Amazing product Loved this earbuds Happy to purchasedAwesome design and lightweight White colour looks stunning Good sound quality and base,Bengaluru,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Perfect product!,I am amazed by the sound quality it has. It has a rich crisp sound accompanied by a good bass quality. It is worth recommended,Ghaziabad,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Worth every penny,"I am using it daily, it has a good battery backup. It's just wonderful. I am very happy to get this one at this price.",Ghaziabad,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Fabulous!,"It offers a very good experience at this price point. The build quality of the case is amazing, and also can't ignore its design. It's wonderful.",Ghaziabad,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Simply awesome,I am amazed by the sound quality it offers. It has a very rich sound. Feels so comfortable to my ears. Loved these a lot.,Ghaziabad,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Classy product,"It has perfect fitting, feels comfortable to my ears. Easy to connect via bluetooth, has a good connectivity. Quality of the earbuds is amazing.",Ghaziabad,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Fabulous!,"I was super excited to get this product because it's Made in India Wireless Bluetooth Duopods.First of all, let me tell you this is an amazing product with exceptional bass output.Starting from the beautiful design and built quality. It is just up to the mark and never gives you the feeling that you are using ear pods at such a less price.Sound quality is really good with really good noise cancellation at this price.BOULT has been really giving awesome products day by day for Indian m...",New Delhi,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Wonderful,Design of this product looks so amazing and happy with the quality of sound using this product from more than one month,Noida,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Great product,Sound quality is amazing and totally satisfied with the quality of the product,Noida,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Terrific purchase,One of the best airpods that i own. I have OnePlus noise and boat which are way more expensive that Boult audio. But the sound and bass is next level. Loved the product. If any one looking for airpods close ur eyes and bye this worth the money.,Bengaluru,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",4,Good choice,Quite Good product with premium design concepts.,New Delhi,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Just wow!,Sound quality is too goodnoise cancellation goodbass is goodBattery backup nice,New Delhi,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Brilliant,Wireless works great charge comes many hours comfortable no itching no irritating sound clarity is best,Bangalore,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Excellent,"Master piece! Boult introduce a master piece. Combination of everything long lasting battery, good vocal, terrific bass.",New Delhi,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Great product,U cant find an alternative for this pods in this range. It looks more attractive than other pods. Superb product. You gonna love this product,New Delhi,1 day ago,0,0
